province,unit_number,unit_description,order,candidate_name,votes,votes_raw,percent,percent_raw
TỈNH HẢI DƯƠNG,4,"Gồm các huyện: Bình Giang, Thanh Miện và Ninh Giang.",1,Ông Nguyễn Hải Hưng,213084,213.084,75.15,"75,15"
TỈNH HẢI DƯƠNG,4,"Gồm các huyện: Bình Giang, Thanh Miện và Ninh Giang.",2,Ông Bùi Sỹ Hoàn,192298,192.298,67.82,"67,82"
TỈNH HẢI DƯƠNG,4,"Gồm các huyện: Bình Giang, Thanh Miện và Ninh Giang.",3,Ông Nguyễn Duy Hiển,100830,100.830,35.56,"35,56"
TỈNH HẢI DƯƠNG,4,"Gồm các huyện: Bình Giang, Thanh Miện và Ninh Giang.",4,Ông Phạm Công Tân,57482,57.482,20.27,"20,27"
TỈNH HẬU GIANG,1,"Gồm thành phố Vị Thanh và các huyện: Vị Thủy, Châu Thành, Châu Thành A.",1,Ông Trần Thanh Mẫn,235907,235.907,90.27,"90,27"
TỈNH HẬU GIANG,1,"Gồm thành phố Vị Thanh và các huyện: Vị Thủy, Châu Thành, Châu Thành A.",2,Ông Nguyễn Văn Quân,197676,197.676,75.64,"75,64"
TỈNH HẬU GIANG,1,"Gồm thành phố Vị Thanh và các huyện: Vị Thủy, Châu Thành, Châu Thành A.",3,Bà Thái Thu Xương,191048,191.048,73.1,"73,10"
TỈNH HẬU GIANG,1,"Gồm thành phố Vị Thanh và các huyện: Vị Thủy, Châu Thành, Châu Thành A.",4,Ông Phạm Tiến Hoài,83568,83.568,31.98,"31,98"
TỈNH HẬU GIANG,1,"Gồm thành phố Vị Thanh và các huyện: Vị Thủy, Châu Thành, Châu Thành A.",5,Bà Ngô Thị Lệ Hằng,69678,69.678,26.66,"26,66"
TỈNH HẬU GIANG,2,"Gồm thành phố Ngã Bảy, thị xã Long Mỹ và các huyện: Phụng Hiệp, Long Mỹ.",1,Ông Lê Tiến Châu,236328,236.328,82.56,"82,56"
TỈNH HẬU GIANG,2,"Gồm thành phố Ngã Bảy, thị xã Long Mỹ và các huyện: Phụng Hiệp, Long Mỹ.",2,Bà Lê Thị Thanh Lam,175705,175.705,61.38,"61,38"
TỈNH HẬU GIANG,2,"Gồm thành phố Ngã Bảy, thị xã Long Mỹ và các huyện: Phụng Hiệp, Long Mỹ.",3,Ông Lê Minh Nam,167244,167.244,58.43,"58,43"
TỈNH HẬU GIANG,2,"Gồm thành phố Ngã Bảy, thị xã Long Mỹ và các huyện: Phụng Hiệp, Long Mỹ.",4,Ông Phạm Thanh Hiếu,154400,154.400,53.94,"53,94"
TỈNH HẬU GIANG,2,"Gồm thành phố Ngã Bảy, thị xã Long Mỹ và các huyện: Phụng Hiệp, Long Mỹ.",5,Bà Dương Bích Loan,112838,112.838,39.42,"39,42"
TỈNH HOÀ BÌNH,1,"Gồm thành phố Hòa Bình và các huyện: Đà Bắc, Lương Sơn, Mai Châu, Tân Lạc.",1,Ông Hoàng Đức Chính,273421,273.421,85.74,"85,74"
TỈNH HOÀ BÌNH,1,"Gồm thành phố Hòa Bình và các huyện: Đà Bắc, Lương Sơn, Mai Châu, Tân Lạc.",2,Ông Ngô Văn Tuấn,264862,264.862,83.06,"83,06"
TỈNH HOÀ BÌNH,1,"Gồm thành phố Hòa Bình và các huyện: Đà Bắc, Lương Sơn, Mai Châu, Tân Lạc.",3,Bà Nguyễn Thị Phú Hà,252799,252.799,79.27,"79,27"
TỈNH HOÀ BÌNH,1,"Gồm thành phố Hòa Bình và các huyện: Đà Bắc, Lương Sơn, Mai Châu, Tân Lạc.",4,Bà Hà Thị Dung,84796,84.796,26.59,"26,59"
TỈNH HOÀ BÌNH,1,"Gồm thành phố Hòa Bình và các huyện: Đà Bắc, Lương Sơn, Mai Châu, Tân Lạc.",5,Bà Đinh Thị Hằng,76649,76.649,24.04,"24,04"
TỈNH HOÀ BÌNH,2,"Gồm các huyện: Kim Bôi, Cao Phong, Lạc Sơn, Lạc Thủy và Yên Thủy.",1,Bà Trương Thị Mai,293111,293.111,92.09,"92,09"
TỈNH HOÀ BÌNH,2,"Gồm các huyện: Kim Bôi, Cao Phong, Lạc Sơn, Lạc Thủy và Yên Thủy.",2,Bà Đặng Bích Ngọc,236469,236.469,74.29,"74,29"
TỈNH HOÀ BÌNH,2,"Gồm các huyện: Kim Bôi, Cao Phong, Lạc Sơn, Lạc Thủy và Yên Thủy.",3,Ông Nguyễn Cao Sơn,230503,230.503,72.42,"72,42"
TỈNH HOÀ BÌNH,2,"Gồm các huyện: Kim Bôi, Cao Phong, Lạc Sơn, Lạc Thủy và Yên Thủy.",4,Bà Nguyễn Thu Nga,101033,101.033,31.74,"31,74"
TỈNH HOÀ BÌNH,2,"Gồm các huyện: Kim Bôi, Cao Phong, Lạc Sơn, Lạc Thủy và Yên Thủy.",5,Ông Bùi Văn Quyết,87455,87.455,27.48,"27,48"
TỈNH HƯNG YÊN,1,"Gồm thành phố Hưng Yên và các huyện: Kim Động, Khoái Châu, Yên Mỹ.",1,Ông Tô Lâm,412967,412.967,98.36,"98,36"
TỈNH HƯNG YÊN,1,"Gồm thành phố Hưng Yên và các huyện: Kim Động, Khoái Châu, Yên Mỹ.",2,Ông Đỗ Tiến Sỹ,408660,408.660,97.33,"97,33"
TỈNH HƯNG YÊN,1,"Gồm thành phố Hưng Yên và các huyện: Kim Động, Khoái Châu, Yên Mỹ.",3,Bà Đoàn Thị Thanh Mai,378716,378.716,90.2,"90,20"
TỈNH HƯNG YÊN,1,"Gồm thành phố Hưng Yên và các huyện: Kim Động, Khoái Châu, Yên Mỹ.",4,Bà Vũ Thị Thu Hằng,29633,29.633,7.06,"7,06"
TỈNH HƯNG YÊN,1,"Gồm thành phố Hưng Yên và các huyện: Kim Động, Khoái Châu, Yên Mỹ.",5,Bà Phạm Thị Hạnh,25505,25.505,6.07,"6,07"
TỈNH HƯNG YÊN,2,"Gồm các huyện: Tiên Lữ, Phù Cừ và Ân Thi.",1,Ông Phạm Đình Toản,201995,201.995,90.73,"90,73"
TỈNH HƯNG YÊN,2,"Gồm các huyện: Tiên Lữ, Phù Cừ và Ân Thi.",2,Bà Vũ Hồng Luyến,193716,193.716,87.01,"87,01"
TỈNH HƯNG YÊN,2,"Gồm các huyện: Tiên Lữ, Phù Cừ và Ân Thi.",3,Bà Hoàng Thị Thu Hà,24309,24.309,10.92,"10,92"
TỈNH HƯNG YÊN,2,"Gồm các huyện: Tiên Lữ, Phù Cừ và Ân Thi.",4,Bà Đoàn Thị Hoàng Oanh,21602,21.602,9.7,"9,70"
TỈNH HƯNG YÊN,3,"Gồm thị xã Mỹ Hào và các huyện: Văn Giang, Văn Lâm.",1,Ông Nguyễn Đại Thắng,201010,201.010,83.28,"83,28"
TỈNH HƯNG YÊN,3,"Gồm thị xã Mỹ Hào và các huyện: Văn Giang, Văn Lâm.",2,Ông Đào Hồng Vận,182223,182.223,75.49,"75,49"
TỈNH HƯNG YÊN,3,"Gồm thị xã Mỹ Hào và các huyện: Văn Giang, Văn Lâm.",3,Bà Nguyễn Thị Hải Yến,47939,47.939,19.86,"19,86"
TỈNH HƯNG YÊN,3,"Gồm thị xã Mỹ Hào và các huyện: Văn Giang, Văn Lâm.",4,Bà Nguyễn Thị Liên,45979,45.979,19.05,"19,05"
TỈNH KHÁNH HOÀ,1,Gồm thị xã Ninh Hòa và huyện Vạn Ninh.,1,Ông Trần Tuấn Anh,226904,226.904,74.52,"74,52"
TỈNH KHÁNH HOÀ,1,Gồm thị xã Ninh Hòa và huyện Vạn Ninh.,2,Ông Lê Xuân Thân,208022,208.022,68.32,"68,32"
TỈNH KHÁNH HOÀ,1,Gồm thị xã Ninh Hòa và huyện Vạn Ninh.,3,Ông Trương Thanh Hòa,110523,110.523,36.3,"36,30"
TỈNH KHÁNH HOÀ,1,Gồm thị xã Ninh Hòa và huyện Vạn Ninh.,4,Ông Hà Ngọc Phi,61631,61.631,20.24,"20,24"
TỈNH KHÁNH HOÀ,2,Gồm thành phố Nha Trang.,1,Ông Hà Quốc Trị,187748,187.748,59.25,"59,25"
TỈNH KHÁNH HOÀ,2,Gồm thành phố Nha Trang.,2,Ông Đỗ Ngọc Thịnh,158861,158.861,50.13,"50,13"
TỈNH KHÁNH HOÀ,2,Gồm thành phố Nha Trang.,3,Bà Lê Thị Hồng Minh,141557,141.557,44.67,"44,67"
TỈNH KHÁNH HOÀ,2,Gồm thành phố Nha Trang.,4,Ông Võ Thành Hoàng Hiếu,140818,140.818,44.44,"44,44"
TỈNH KHÁNH HOÀ,3,"Gồm thành phố Cam Ranh và các huyện: Khánh Vĩnh, Diên Khánh, Cam Lâm, Khánh Sơn, Trường Sa.",1,Ông Trần Ngọc Khánh,310956,310.956,84.99,"84,99"
TỈNH KHÁNH HOÀ,3,"Gồm thành phố Cam Ranh và các huyện: Khánh Vĩnh, Diên Khánh, Cam Lâm, Khánh Sơn, Trường Sa.",2,Ông Lê Hữu Trí,258744,258.744,70.72,"70,72"
TỈNH KHÁNH HOÀ,3,"Gồm thành phố Cam Ranh và các huyện: Khánh Vĩnh, Diên Khánh, Cam Lâm, Khánh Sơn, Trường Sa.",3,Bà Hà Hồng Hạnh,217465,217.465,59.44,"59,44"
TỈNH KHÁNH HOÀ,3,"Gồm thành phố Cam Ranh và các huyện: Khánh Vĩnh, Diên Khánh, Cam Lâm, Khánh Sơn, Trường Sa.",4,Ông Lê Hải Dũng,173273,173.273,47.36,"47,36"
TỈNH KHÁNH HOÀ,3,"Gồm thành phố Cam Ranh và các huyện: Khánh Vĩnh, Diên Khánh, Cam Lâm, Khánh Sơn, Trường Sa.",5,Bà Cao Thị Thêm,126940,126.940,34.7,"34,70"
TỈNH KIÊN GIANG,1,"Gồm các huyện: Tân Hiệp, Kiên Hải, Giồng Riềng và Gò Quao.",1,Ông Nguyễn Phương Tuấn,251162,251.162,72.04,"72,04"
TỈNH KIÊN GIANG,1,"Gồm các huyện: Tân Hiệp, Kiên Hải, Giồng Riềng và Gò Quao.",2,Bà Châu Quỳnh Dao,217397,217.397,62.35,"62,35"
TỈNH KIÊN GIANG,1,"Gồm các huyện: Tân Hiệp, Kiên Hải, Giồng Riềng và Gò Quao.",3,Ông Đàm Thanh Lạc,114842,114.842,32.94,"32,94"
TỈNH KIÊN GIANG,1,"Gồm các huyện: Tân Hiệp, Kiên Hải, Giồng Riềng và Gò Quao.",4,Bà Trần Thị Huyền Diệu,111961,111.961,32.11,"32,11"
TỈNH KIÊN GIANG,2,"Gồm các huyện: An Biên, An Minh, Vĩnh Thuận, U Minh Thượng và Châu Thành.",1,Ông Lê Thành Long,284433,284.433,75.25,"75,25"
TỈNH KIÊN GIANG,2,"Gồm các huyện: An Biên, An Minh, Vĩnh Thuận, U Minh Thượng và Châu Thành.",2,Bà Nguyễn Thị Kim Bé,274625,274.625,72.66,"72,66"
TỈNH KIÊN GIANG,2,"Gồm các huyện: An Biên, An Minh, Vĩnh Thuận, U Minh Thượng và Châu Thành.",3,Ông Nguyễn Việt Thắng,246194,246.194,65.14,"65,14"
TỈNH KIÊN GIANG,2,"Gồm các huyện: An Biên, An Minh, Vĩnh Thuận, U Minh Thượng và Châu Thành.",4,Bà Châu Thị Anh Pha,184715,184.715,48.87,"48,87"
TỈNH KIÊN GIANG,2,"Gồm các huyện: An Biên, An Minh, Vĩnh Thuận, U Minh Thượng và Châu Thành.",5,Ông Huỳnh Văn Thẻ,140406,140.406,37.15,"37,15"
TỈNH KIÊN GIANG,3,"Gồm các thành phố: Rạch Giá, Hà Tiên, Phú Quốc và các huyện: Kiên Lương, Hòn Đất, Giang Thành.",1,Ông Đỗ Thanh Bình,428798,428.798,88.79,"88,79"
TỈNH KIÊN GIANG,3,"Gồm các thành phố: Rạch Giá, Hà Tiên, Phú Quốc và các huyện: Kiên Lương, Hòn Đất, Giang Thành.",2,Bà Lý Anh Thư,386974,386.974,80.13,"80,13"
TỈNH KIÊN GIANG,3,"Gồm các thành phố: Rạch Giá, Hà Tiên, Phú Quốc và các huyện: Kiên Lương, Hòn Đất, Giang Thành.",3,Ông Nguyễn Danh Tú,379234,379.234,78.53,"78,53"
TỈNH KIÊN GIANG,3,"Gồm các thành phố: Rạch Giá, Hà Tiên, Phú Quốc và các huyện: Kiên Lương, Hòn Đất, Giang Thành.",4,Bà Nguyễn Thị Bé,226972,226.972,47.0,47
TỈNH KON TUM,1,"Gồm thành phố Kon Tum và các huyện: Kon Plông, Kon Rẫy, Sa Thầy, Ia H’Drai.",1,Ông Nguyễn Văn Hùng,173648,173.648,93.39,"93,39"
TỈNH KON TUM,1,"Gồm thành phố Kon Tum và các huyện: Kon Plông, Kon Rẫy, Sa Thầy, Ia H’Drai.",2,Ông Phạm Đình Thanh,169442,169.442,91.13,"91,13"
TỈNH KON TUM,1,"Gồm thành phố Kon Tum và các huyện: Kon Plông, Kon Rẫy, Sa Thầy, Ia H’Drai.",3,Bà Nàng Xô Vi,154277,154.277,82.97,"82,97"
TỈNH KON TUM,1,"Gồm thành phố Kon Tum và các huyện: Kon Plông, Kon Rẫy, Sa Thầy, Ia H’Drai.",4,Bà Nguyễn Thị Minh Hiền,38325,38.325,20.61,"20,61"
TỈNH KON TUM,1,"Gồm thành phố Kon Tum và các huyện: Kon Plông, Kon Rẫy, Sa Thầy, Ia H’Drai.",5,Bà Y Dưng,20127,20.127,10.82,"10,82"
TỈNH KON TUM,2,"Gồm các huyện: Đắk Hà, Đắk Tô, Tu Mơ Rông, Ngọc Hồi và Đắk Glei.",1,Bà Trần Thị Thu Phước,141962,141.962,92.21,"92,21"
TỈNH KON TUM,2,"Gồm các huyện: Đắk Hà, Đắk Tô, Tu Mơ Rông, Ngọc Hồi và Đắk Glei.",2,Ông Tô Văn Tám,141694,141.694,92.04,"92,04"
TỈNH KON TUM,2,"Gồm các huyện: Đắk Hà, Đắk Tô, Tu Mơ Rông, Ngọc Hồi và Đắk Glei.",3,Ông U Huấn,139844,139.844,90.83,"90,83"
TỈNH KON TUM,2,"Gồm các huyện: Đắk Hà, Đắk Tô, Tu Mơ Rông, Ngọc Hồi và Đắk Glei.",4,Ông Đinh Văn Phát,22930,22.930,14.89,"14,89"
TỈNH KON TUM,2,"Gồm các huyện: Đắk Hà, Đắk Tô, Tu Mơ Rông, Ngọc Hồi và Đắk Glei.",5,Bà Y Nhơn,14043,14.043,9.12,"9,12"
TỈNH LAI CHÂU,1,"Gồm thành phố Lai Châu và các huyện: Than Uyên, Tân Uyên, Tam Đường.",1,Bà Giàng Páo Mỷ,128381,128.381,95.5,"95,50"
TỈNH LAI CHÂU,1,"Gồm thành phố Lai Châu và các huyện: Than Uyên, Tân Uyên, Tam Đường.",2,Ông Nguyễn Hữu Toàn,122170,122.170,90.88,"90,88"
TỈNH LAI CHÂU,1,"Gồm thành phố Lai Châu và các huyện: Than Uyên, Tân Uyên, Tam Đường.",3,Ông Tao Văn Giót,109336,109.336,81.33,"81,33"
TỈNH LAI CHÂU,1,"Gồm thành phố Lai Châu và các huyện: Than Uyên, Tân Uyên, Tam Đường.",4,Bà Mùa Thị Lan,24886,24.886,18.51,"18,51"
TỈNH LAI CHÂU,1,"Gồm thành phố Lai Châu và các huyện: Than Uyên, Tân Uyên, Tam Đường.",5,Bà Chu Lé Pư,17408,17.408,12.95,"12,95"
TỈNH LAI CHÂU,2,"Gồm các huyện: Phong Thổ, Mường Tè, Sìn Hồ và Nậm Nhùn.",1,Ông Hoàng Văn Bình (Hoàng Thanh Bình),118464,118.464,88.18,"88,18"
TỈNH LAI CHÂU,2,"Gồm các huyện: Phong Thổ, Mường Tè, Sìn Hồ và Nậm Nhùn.",2,Ông Hoàng Quốc Khánh,114559,114.559,85.27,"85,27"
TỈNH LAI CHÂU,2,"Gồm các huyện: Phong Thổ, Mường Tè, Sìn Hồ và Nậm Nhùn.",3,Ông Trần Hồng Minh,112117,112.117,83.45,"83,45"
TỈNH LAI CHÂU,2,"Gồm các huyện: Phong Thổ, Mường Tè, Sìn Hồ và Nậm Nhùn.",4,Bà Lù Thị Huyên,28419,28.419,21.15,"21,15"
TỈNH LAI CHÂU,2,"Gồm các huyện: Phong Thổ, Mường Tè, Sìn Hồ và Nậm Nhùn.",5,Ông Lò A Tư,26472,26.472,19.7,"19,70"
TỈNH LẠNG SƠN,1,"Gồm các huyện: Bắc Sơn, Bình Gia, Văn Quan, Chi Lăng và Hữu Lũng.",1,Ông Phạm Trọng Nghĩa,235978,235.978,84.37,"84,37"
TỈNH LẠNG SƠN,1,"Gồm các huyện: Bắc Sơn, Bình Gia, Văn Quan, Chi Lăng và Hữu Lũng.",2,Ông Hoàng Văn Nghiệm,229402,229.402,82.02,"82,02"
TỈNH LẠNG SƠN,1,"Gồm các huyện: Bắc Sơn, Bình Gia, Văn Quan, Chi Lăng và Hữu Lũng.",3,Ông Lưu Bá Mạc,204064,204.064,72.96,"72,96"
TỈNH LẠNG SƠN,1,"Gồm các huyện: Bắc Sơn, Bình Gia, Văn Quan, Chi Lăng và Hữu Lũng.",4,Bà Hoàng Thị Huế,92025,92.025,32.9,"32,90"
TỈNH LẠNG SƠN,1,"Gồm các huyện: Bắc Sơn, Bình Gia, Văn Quan, Chi Lăng và Hữu Lũng.",5,Ông Hoàng Văn Phước,69331,69.331,24.79,"24,79"
TỈNH LẠNG SƠN,2,"Gồm thành phố Lạng Sơn và các huyện: Tràng Định, Văn Lãng, Cao Lộc, Lộc Bình, Đình Lập.",1,Ông Triệu Quang Huy,237220,237.220,82.4,"82,40"
TỈNH LẠNG SƠN,2,"Gồm thành phố Lạng Sơn và các huyện: Tràng Định, Văn Lãng, Cao Lộc, Lộc Bình, Đình Lập.",2,Bà Chu Thị Hồng Thái,235402,235.402,81.76,"81,76"
TỈNH LẠNG SƠN,2,"Gồm thành phố Lạng Sơn và các huyện: Tràng Định, Văn Lãng, Cao Lộc, Lộc Bình, Đình Lập.",3,Ông Trần Sỹ Thanh,230503,230.503,80.06,"80,06"
TỈNH LẠNG SƠN,2,"Gồm thành phố Lạng Sơn và các huyện: Tràng Định, Văn Lãng, Cao Lộc, Lộc Bình, Đình Lập.",4,Ông Nguyễn Ngọc Sơn,82253,82.253,28.57,"28,57"
TỈNH LẠNG SƠN,2,"Gồm thành phố Lạng Sơn và các huyện: Tràng Định, Văn Lãng, Cao Lộc, Lộc Bình, Đình Lập.",5,Bà Hoàng Thị Hải Yến,71871,71.871,24.96,"24,96"
TỈNH LÀO CAI,1,"Gồm thành phố Lào Cai và các huyện: Bát Xát, Bắc Hà, Mường Khương, Si Ma Cai.",1,Ông Đặng Xuân Phong,236480,236.480,94.72,"94,72"
TỈNH LÀO CAI,1,"Gồm thành phố Lào Cai và các huyện: Bát Xát, Bắc Hà, Mường Khương, Si Ma Cai.",2,Bà Lê Thị Hà (Lê Thu Hà),227669,227.669,91.19,"91,19"
TỈNH LÀO CAI,1,"Gồm thành phố Lào Cai và các huyện: Bát Xát, Bắc Hà, Mường Khương, Si Ma Cai.",3,Ông Hà Đức Minh,224717,224.717,90.01,"90,01"
TỈNH LÀO CAI,1,"Gồm thành phố Lào Cai và các huyện: Bát Xát, Bắc Hà, Mường Khương, Si Ma Cai.",4,Ông Phùng Minh Thắng,29012,29.012,11.62,"11,62"
TỈNH LÀO CAI,1,"Gồm thành phố Lào Cai và các huyện: Bát Xát, Bắc Hà, Mường Khương, Si Ma Cai.",5,Ông Thân Công Thanh,28223,28.223,11.3,"11,30"
TỈNH LÀO CAI,2,"Gồm thị xã Sa Pa và các huyện: Bảo Thắng, Bảo Yên, Văn Bàn.",1,Ông Trần Cẩm Tú,209181,209.181,87.86,"87,86"
TỈNH LÀO CAI,2,"Gồm thị xã Sa Pa và các huyện: Bảo Thắng, Bảo Yên, Văn Bàn.",2,Ông Sùng A Lềnh,205890,205.890,86.48,"86,48"
TỈNH LÀO CAI,2,"Gồm thị xã Sa Pa và các huyện: Bảo Thắng, Bảo Yên, Văn Bàn.",3,Bà Nguyễn Thị Lan Anh,197354,197.354,82.89,"82,89"
TỈNH LÀO CAI,2,"Gồm thị xã Sa Pa và các huyện: Bảo Thắng, Bảo Yên, Văn Bàn.",4,Bà Hoàng Thị Mỹ Hạnh,52362,52.362,21.99,"21,99"
TỈNH LÀO CAI,2,"Gồm thị xã Sa Pa và các huyện: Bảo Thắng, Bảo Yên, Văn Bàn.",5,Ông Cư Seo Vần,44730,44.730,18.79,"18,79"
TỈNH LÂM ĐỒNG,1,"Gồm thành phố Đà Lạt và các huyện: Lạc Dương, Đơn Dương, Đức Trọng.",1,Ông Phan Đình Trạc,335487,335.487,83.34,"83,34"
TỈNH LÂM ĐỒNG,1,"Gồm thành phố Đà Lạt và các huyện: Lạc Dương, Đơn Dương, Đức Trọng.",2,Bà Trịnh Thị Tú Anh,327348,327.348,81.32,"81,32"
TỈNH LÂM ĐỒNG,1,"Gồm thành phố Đà Lạt và các huyện: Lạc Dương, Đơn Dương, Đức Trọng.",3,Ông Nguyễn Tạo,317626,317.626,78.9,"78,90"
TỈNH LÂM ĐỒNG,1,"Gồm thành phố Đà Lạt và các huyện: Lạc Dương, Đơn Dương, Đức Trọng.",4,Bà Nguyễn Thị Bảo Trâm,121504,121.504,30.18,"30,18"
TỈNH LÂM ĐỒNG,1,"Gồm thành phố Đà Lạt và các huyện: Lạc Dương, Đơn Dương, Đức Trọng.",5,Bà Ro Da Nai Vi,95130,95.130,23.63,"23,63"
TỈNH LÂM ĐỒNG,2,"Gồm các huyện: Lâm Hà, Đam Rông và Di Linh.",1,Ông Lâm Văn Đoan,199134,199.134,77.48,"77,48"
TỈNH LÂM ĐỒNG,2,"Gồm các huyện: Lâm Hà, Đam Rông và Di Linh.",2,Ông K’ Nhiễu,183009,183.009,71.21,"71,21"
TỈNH LÂM ĐỒNG,2,"Gồm các huyện: Lâm Hà, Đam Rông và Di Linh.",3,Bà Trần Thị Thùy Trang,72356,72.356,28.15,"28,15"
TỈNH LÂM ĐỒNG,2,"Gồm các huyện: Lâm Hà, Đam Rông và Di Linh.",4,Bà Ka Tô Thị Dung,54790,54.790,21.32,"21,32"
TỈNH LÂM ĐỒNG,3,"Gồm thành phố Bảo Lộc và các huyện: Bảo Lâm, Đạ Huoai, Đạ Tẻh, Cát Tiên.",1,Ông Nguyễn Văn Hiển,255958,255.958,85.73,"85,73"
TỈNH LÂM ĐỒNG,3,"Gồm thành phố Bảo Lộc và các huyện: Bảo Lâm, Đạ Huoai, Đạ Tẻh, Cát Tiên.",2,Ông Trần Đình Văn,240496,240.496,80.55,"80,55"
TỈNH LÂM ĐỒNG,3,"Gồm thành phố Bảo Lộc và các huyện: Bảo Lâm, Đạ Huoai, Đạ Tẻh, Cát Tiên.",3,Bà Kờ Thị Lan,48896,48.896,16.38,"16,38"
TỈNH LÂM ĐỒNG,3,"Gồm thành phố Bảo Lộc và các huyện: Bảo Lâm, Đạ Huoai, Đạ Tẻh, Cát Tiên.",4,Bà K’ Kiên,47757,47.757,16.0,16
TỈNH LONG AN,1,"Gồm các huyện: Đức Huệ, Đức Hòa, Bến Lức và Tân Trụ.",1,Ông Lê Tấn Tới,300146,300.146,69.87,"69,87"
TỈNH LONG AN,1,"Gồm các huyện: Đức Huệ, Đức Hòa, Bến Lức và Tân Trụ.",2,Ông Trần Quốc Quân,290802,290.802,67.7,"67,70"
TỈNH LONG AN,1,"Gồm các huyện: Đức Huệ, Đức Hòa, Bến Lức và Tân Trụ.",3,Bà Phan Thị Mỹ Dung,248235,248.235,57.79,"57,79"
TỈNH LONG AN,1,"Gồm các huyện: Đức Huệ, Đức Hòa, Bến Lức và Tân Trụ.",4,Ông Quách Cao Minh,233534,233.534,54.37,"54,37"
TỈNH LONG AN,1,"Gồm các huyện: Đức Huệ, Đức Hòa, Bến Lức và Tân Trụ.",5,Bà Ninh Thị Bích Thùy,208997,208.997,48.65,"48,65"
TỈNH LONG AN,2,"Gồm thành phố Tân An và các huyện: Châu Thành, Cần Đước, Cần Giuộc.",1,Ông Nguyễn Thanh Hải,380913,380.913,76.2,"76,20"
TỈNH LONG AN,2,"Gồm thành phố Tân An và các huyện: Châu Thành, Cần Đước, Cần Giuộc.",2,Ông Nguyễn Tuấn Anh,336407,336.407,67.3,"67,30"
TỈNH LONG AN,2,"Gồm thành phố Tân An và các huyện: Châu Thành, Cần Đước, Cần Giuộc.",3,Bà Nguyễn Hoàng Uyên,265600,265.600,53.13,"53,13"
TỈNH LONG AN,2,"Gồm thành phố Tân An và các huyện: Châu Thành, Cần Đước, Cần Giuộc.",4,Bà Nguyễn Thị Kim Nguyên,255502,255.502,51.11,"51,11"
TỈNH LONG AN,2,"Gồm thành phố Tân An và các huyện: Châu Thành, Cần Đước, Cần Giuộc.",5,Bà Lê Thị Hồng Gấm,246772,246.772,49.37,"49,37"
TỈNH LONG AN,3,"Gồm thị xã Kiến Tường và các huyện: Thủ Thừa, Thạnh Hóa, Tân Thạnh, Mộc Hóa, Vĩnh Hưng, Tân Hưng.",1,Ông Hoàng Văn Liên,199483,199.483,60.07,"60,07"
TỈNH LONG AN,3,"Gồm thị xã Kiến Tường và các huyện: Thủ Thừa, Thạnh Hóa, Tân Thạnh, Mộc Hóa, Vĩnh Hưng, Tân Hưng.",2,Bà Lê Thị Song An,179089,179.089,53.93,"53,93"
TỈNH LONG AN,3,"Gồm thị xã Kiến Tường và các huyện: Thủ Thừa, Thạnh Hóa, Tân Thạnh, Mộc Hóa, Vĩnh Hưng, Tân Hưng.",3,Bà Trần Thị Thanh Thúy,146553,146.553,44.13,"44,13"
TỈNH LONG AN,3,"Gồm thị xã Kiến Tường và các huyện: Thủ Thừa, Thạnh Hóa, Tân Thạnh, Mộc Hóa, Vĩnh Hưng, Tân Hưng.",4,Bà Nguyễn Thị Thu Trúc,135577,135.577,40.82,"40,82"
TỈNH NAM ĐỊNH,1,"Gồm thành phố Nam Định và các huyện: Mỹ Lộc, Vụ Bản, Ý Yên.",1,Ông Nguyễn Hải Dũng,430192,430.192,83.87,"83,87"
TỈNH NAM ĐỊNH,1,"Gồm thành phố Nam Định và các huyện: Mỹ Lộc, Vụ Bản, Ý Yên.",2,Ông Lê Khánh Hải,424498,424.498,82.76,"82,76"
TỈNH NAM ĐỊNH,1,"Gồm thành phố Nam Định và các huyện: Mỹ Lộc, Vụ Bản, Ý Yên.",3,Bà Nguyễn Thị Thúy Ngọc,303390,303.390,59.15,"59,15"
TỈNH NAM ĐỊNH,1,"Gồm thành phố Nam Định và các huyện: Mỹ Lộc, Vụ Bản, Ý Yên.",4,Bà Đặng Thị Phương Thảo,192053,192.053,37.44,"37,44"
TỈNH NAM ĐỊNH,1,"Gồm thành phố Nam Định và các huyện: Mỹ Lộc, Vụ Bản, Ý Yên.",5,Bà Nguyễn Thu Hiền,173069,173.069,33.74,"33,74"
TỈNH NAM ĐỊNH,2,"Gồm các huyện: Nam Trực, Nghĩa Hưng và Hải Hậu.",1,Ông Lê Quốc Chỉnh,435339,435.339,87.99,"87,99"
TỈNH NAM ĐỊNH,2,"Gồm các huyện: Nam Trực, Nghĩa Hưng và Hải Hậu.",2,Bà Mai Thị Phương Hoa,410418,410.418,82.96,"82,96"
TỈNH NAM ĐỊNH,2,"Gồm các huyện: Nam Trực, Nghĩa Hưng và Hải Hậu.",3,Bà Khương Thị Mai,359459,359.459,72.66,"72,66"
TỈNH NAM ĐỊNH,2,"Gồm các huyện: Nam Trực, Nghĩa Hưng và Hải Hậu.",4,Bà Hoàng Thị Thu Phương,154016,154.016,31.13,"31,13"
TỈNH NAM ĐỊNH,2,"Gồm các huyện: Nam Trực, Nghĩa Hưng và Hải Hậu.",5,Bà Phạm Thị Thúy,105054,105.054,21.23,"21,23"
