province,unit_number,unit_description,order,candidate_name,votes,votes_raw,percent,percent_raw
TỈNH AN GIANG,2,"Gồm thị xã Tân Châu và các huyện: Chợ Mới, Phú Tân.",3,Ông Lương Quốc Đoàn,386808,386.808,68.48,"68,48"
TỈNH AN GIANG,2,"Gồm thị xã Tân Châu và các huyện: Chợ Mới, Phú Tân.",4,Bà Quang Lê Hồng Chuyên,227020,227.020,40.19,"40,19"
TỈNH AN GIANG,2,"Gồm thị xã Tân Châu và các huyện: Chợ Mới, Phú Tân.",5,Bà Phan Thị Diễm,225570,225.570,39.93,"39,93"
TỈNH AN GIANG,3,"Gồm thành phố Châu Đốc và các huyện: An Phú, Tịnh Biên, Tri Tôn, Châu Phú.",1,Ông Đôn Tuấn Phong,486620,486.620,84.59,"84,59"
TỈNH AN GIANG,3,"Gồm thành phố Châu Đốc và các huyện: An Phú, Tịnh Biên, Tri Tôn, Châu Phú.",2,Ông Phan Huỳnh Sơn,416565,416.565,72.41,"72,41"
TỈNH AN GIANG,3,"Gồm thành phố Châu Đốc và các huyện: An Phú, Tịnh Biên, Tri Tôn, Châu Phú.",3,Ông Chau Chắc,388766,388.766,67.58,"67,58"
TỈNH AN GIANG,3,"Gồm thành phố Châu Đốc và các huyện: An Phú, Tịnh Biên, Tri Tôn, Châu Phú.",4,Ông Trần Phú Thái,306101,306.101,53.21,"53,21"
TỈNH AN GIANG,3,"Gồm thành phố Châu Đốc và các huyện: An Phú, Tịnh Biên, Tri Tôn, Châu Phú.",5,Bà Néang Sâm Bô,114482,114.482,19.9,"19,90"
TỈNH BÀ RỊA - VŨNG TÀU,1,"Gồm thành phố Vũng Tàu và các huyện: Long Điền, Đất Đỏ, Côn Đảo.",1,Ông Phạm Bình Minh,340163,340.163,81.24,"81,24"
TỈNH BÀ RỊA - VŨNG TÀU,1,"Gồm thành phố Vũng Tàu và các huyện: Long Điền, Đất Đỏ, Côn Đảo.",2,Ông Nguyễn Tâm Hùng,294697,294.697,70.38,"70,38"
TỈNH BÀ RỊA - VŨNG TÀU,1,"Gồm thành phố Vũng Tàu và các huyện: Long Điền, Đất Đỏ, Côn Đảo.",3,Bà Huỳnh Thị Phúc,275522,275.522,65.8,"65,80"
TỈNH BÀ RỊA - VŨNG TÀU,1,"Gồm thành phố Vũng Tàu và các huyện: Long Điền, Đất Đỏ, Côn Đảo.",4,Ông Nguyễn Công Tâm,186531,186.531,44.55,"44,55"
TỈNH BÀ RỊA - VŨNG TÀU,1,"Gồm thành phố Vũng Tàu và các huyện: Long Điền, Đất Đỏ, Côn Đảo.",5,Bà Phan Thị Tuyết Xuân,150390,150.390,35.92,"35,92"
TỈNH BÀ RỊA - VŨNG TÀU,2,"Gồm thành phố Bà Rịa, thị xã Phú Mỹ và các huyện: Châu Đức, Xuyên Mộc.",1,Bà Nguyễn Thị Yến (Nguyễn Thị Phấn),369249,369.249,80.45,"80,45"
TỈNH BÀ RỊA - VŨNG TÀU,2,"Gồm thành phố Bà Rịa, thị xã Phú Mỹ và các huyện: Châu Đức, Xuyên Mộc.",2,Ông Dương Tấn Quân,362620,362.620,79.01,"79,01"
TỈNH BÀ RỊA - VŨNG TÀU,2,"Gồm thành phố Bà Rịa, thị xã Phú Mỹ và các huyện: Châu Đức, Xuyên Mộc.",3,Ông Đỗ Văn Yên,326374,326.374,71.11,"71,11"
TỈNH BÀ RỊA - VŨNG TÀU,2,"Gồm thành phố Bà Rịa, thị xã Phú Mỹ và các huyện: Châu Đức, Xuyên Mộc.",4,Ông Bùi Huy Chích,159891,159.891,34.84,"34,84"
TỈNH BÀ RỊA - VŨNG TÀU,2,"Gồm thành phố Bà Rịa, thị xã Phú Mỹ và các huyện: Châu Đức, Xuyên Mộc.",5,Bà Tạ Thị Mỹ Đào,139694,139.694,30.44,"30,44"
TỈNH BẠC LIÊU,1,"Gồm thành phố Bạc Liêu và các huyện: Vĩnh Lợi, Hoà Bình.",1,Ông Nguyễn Văn Hận,210954,210.954,80.26,"80,26"
TỈNH BẠC LIÊU,1,"Gồm thành phố Bạc Liêu và các huyện: Vĩnh Lợi, Hoà Bình.",2,Ông Lữ Văn Hùng,209215,209.215,79.59,"79,59"
TỈNH BẠC LIÊU,1,"Gồm thành phố Bạc Liêu và các huyện: Vĩnh Lợi, Hoà Bình.",3,Bà Trần Thị Thu Đông,189602,189.602,72.13,"72,13"
TỈNH BẠC LIÊU,1,"Gồm thành phố Bạc Liêu và các huyện: Vĩnh Lợi, Hoà Bình.",4,Bà Trần Thúy Phượng,100982,100.982,38.42,"38,42"
TỈNH BẠC LIÊU,1,"Gồm thành phố Bạc Liêu và các huyện: Vĩnh Lợi, Hoà Bình.",5,Bà Nguyễn Thị Dẹn,70007,70.007,26.63,"26,63"
TỈNH BẠC LIÊU,2,"Gồm thị xã Giá Rai và các huyện: Phước Long, Hồng Dân, Đông Hải.",1,Bà Trần Thị Hoa Ry,297795,297.795,85.39,"85,39"
TỈNH BẠC LIÊU,2,"Gồm thị xã Giá Rai và các huyện: Phước Long, Hồng Dân, Đông Hải.",2,Ông Nguyễn Huy Thái (Y Lan),291080,291.080,83.46,"83,46"
TỈNH BẠC LIÊU,2,"Gồm thị xã Giá Rai và các huyện: Phước Long, Hồng Dân, Đông Hải.",3,Bà Lê Thị Ngọc Linh,267622,267.622,76.74,"76,74"
TỈNH BẠC LIÊU,2,"Gồm thị xã Giá Rai và các huyện: Phước Long, Hồng Dân, Đông Hải.",4,Bà Vũ Thị Bích Vân,97841,97.841,28.05,"28,05"
TỈNH BẠC LIÊU,2,"Gồm thị xã Giá Rai và các huyện: Phước Long, Hồng Dân, Đông Hải.",5,Bà Lâm Hiền Diệu,78952,78.952,22.64,"22,64"
TỈNH BẮC KẠN,1,"Gồm các huyện: Ba Bể, Ngân Sơn, Na Rì và Pác Nặm.",1,Bà Hồ Thị Kim Ngân,74093,74.093,69.14,"69,14"
TỈNH BẮC KẠN,1,"Gồm các huyện: Ba Bể, Ngân Sơn, Na Rì và Pác Nặm.",2,Bà Nguyễn Thị Thủy,72606,72.606,67.75,"67,75"
TỈNH BẮC KẠN,1,"Gồm các huyện: Ba Bể, Ngân Sơn, Na Rì và Pác Nặm.",3,Ông Hà Sỹ Huân,63593,63.593,59.34,"59,34"
TỈNH BẮC KẠN,1,"Gồm các huyện: Ba Bể, Ngân Sơn, Na Rì và Pác Nặm.",4,Ông Lương Thanh Lộc,56453,56.453,52.68,"52,68"
TỈNH BẮC KẠN,1,"Gồm các huyện: Ba Bể, Ngân Sơn, Na Rì và Pác Nặm.",5,Bà Hoàng Thị Giang,49323,49.323,46.03,"46,03"
TỈNH BẮC KẠN,2,"Gồm thành phố Bắc Kạn và các huyện: Bạch Thông, Chợ Đồn, Chợ Mới.",1,Ông Hoàng Duy Chinh,98783,98.783,82.42,"82,42"
TỈNH BẮC KẠN,2,"Gồm thành phố Bắc Kạn và các huyện: Bạch Thông, Chợ Đồn, Chợ Mới.",2,Bà Nguyễn Thị Huế,69683,69.683,58.14,"58,14"
TỈNH BẮC KẠN,2,"Gồm thành phố Bắc Kạn và các huyện: Bạch Thông, Chợ Đồn, Chợ Mới.",3,Ông Hoàng Văn Hữu,63511,63.511,52.99,"52,99"
TỈNH BẮC KẠN,2,"Gồm thành phố Bắc Kạn và các huyện: Bạch Thông, Chợ Đồn, Chợ Mới.",4,Ông Nguyễn Kim Hùng,63314,63.314,52.83,"52,83"
TỈNH BẮC KẠN,2,"Gồm thành phố Bắc Kạn và các huyện: Bạch Thông, Chợ Đồn, Chợ Mới.",5,Ông Hà Tiến Cường,57645,57.645,48.1,"48,10"
TỈNH BẮC GIANG,1,"Gồm các huyện: Sơn Động, Lục Ngạn và Lục Nam.",1,Ông Trần Văn Lâm,279755,279.755,75.09,"75,09"
TỈNH BẮC GIANG,1,"Gồm các huyện: Sơn Động, Lục Ngạn và Lục Nam.",2,Bà Leo Thị Lịch,264110,264.110,70.89,"70,89"
TỈNH BẮC GIANG,1,"Gồm các huyện: Sơn Động, Lục Ngạn và Lục Nam.",3,Ông Nguyễn Văn Thi,261071,261.071,70.07,"70,07"
TỈNH BẮC GIANG,1,"Gồm các huyện: Sơn Động, Lục Ngạn và Lục Nam.",4,Ông Trương Văn Ánh,144360,144.360,38.75,"38,75"
TỈNH BẮC GIANG,1,"Gồm các huyện: Sơn Động, Lục Ngạn và Lục Nam.",5,Ông Trần Văn Năm,140104,140.104,37.61,"37,61"
TỈNH BẮC GIANG,2,"Gồm thành phố Bắc Giang và các huyện: Yên Thế, Lạng Giang, Yên Dũng.",1,Ông Nguyễn Hòa Bình,391169,391.169,82.01,"82,01"
TỈNH BẮC GIANG,2,"Gồm thành phố Bắc Giang và các huyện: Yên Thế, Lạng Giang, Yên Dũng.",2,Ông Dương Văn Thái,390725,390.725,81.91,"81,91"
TỈNH BẮC GIANG,2,"Gồm thành phố Bắc Giang và các huyện: Yên Thế, Lạng Giang, Yên Dũng.",3,Bà Đỗ Thị Việt Hà,335459,335.459,70.33,"70,33"
TỈNH BẮC GIANG,2,"Gồm thành phố Bắc Giang và các huyện: Yên Thế, Lạng Giang, Yên Dũng.",4,Bà Nguyễn Việt Anh,175447,175.447,36.78,"36,78"
TỈNH BẮC GIANG,2,"Gồm thành phố Bắc Giang và các huyện: Yên Thế, Lạng Giang, Yên Dũng.",5,Bà Trần Thị Yến,111294,111.294,23.33,"23,33"
TỈNH BẮC GIANG,3,"Gồm các huyện: Tân Yên, Hiệp Hòa và Việt Yên.",1,Bà Nguyễn Thị Thúy Ngần,334714,334.714,74.88,"74,88"
TỈNH BẮC GIANG,3,"Gồm các huyện: Tân Yên, Hiệp Hòa và Việt Yên.",2,Ông Trần Văn Tuấn,313878,313.878,70.22,"70,22"
TỈNH BẮC GIANG,3,"Gồm các huyện: Tân Yên, Hiệp Hòa và Việt Yên.",3,Ông Phạm Văn Thịnh,313032,313.032,70.03,"70,03"
TỈNH BẮC GIANG,3,"Gồm các huyện: Tân Yên, Hiệp Hòa và Việt Yên.",4,Bà Nguyễn Thị Phượng,175350,175.350,39.23,"39,23"
TỈNH BẮC GIANG,3,"Gồm các huyện: Tân Yên, Hiệp Hòa và Việt Yên.",5,Bà Nguyễn Thị Nhung,172822,172.822,38.66,"38,66"
TỈNH BẮC NINH,1,Gồm thành phố Bắc Ninh và huyện Quế Võ.,1,Bà Đào Hồng Lan,231337,231.337,92.86,"92,86"
TỈNH BẮC NINH,1,Gồm thành phố Bắc Ninh và huyện Quế Võ.,2,Ông Nguyễn Ngọc Bảo,211388,211.388,84.85,"84,85"
TỈNH BẮC NINH,1,Gồm thành phố Bắc Ninh và huyện Quế Võ.,3,Bà Chu Thị Lợi,25273,25.273,10.14,"10,14"
TỈNH BẮC NINH,1,Gồm thành phố Bắc Ninh và huyện Quế Võ.,4,Bà Vũ Thị Ngọc,24034,24.034,9.65,"9,65"
TỈNH BẮC NINH,2,"Gồm thị xã Từ Sơn và các huyện: Tiên Du, Yên Phong.",1,Ông Trần Quốc Tỏ,279882,279.882,91.5,"91,50"
TỈNH BẮC NINH,2,"Gồm thị xã Từ Sơn và các huyện: Tiên Du, Yên Phong.",2,Bà Trần Thị Vân,247289,247.289,80.84,"80,84"
TỈNH BẮC NINH,2,"Gồm thị xã Từ Sơn và các huyện: Tiên Du, Yên Phong.",3,Bà Nguyễn Thị Hà,167140,167.140,54.64,"54,64"
TỈNH BẮC NINH,2,"Gồm thị xã Từ Sơn và các huyện: Tiên Du, Yên Phong.",4,Bà Hoàng Thu Thủy,138658,138.658,45.33,"45,33"
TỈNH BẮC NINH,2,"Gồm thị xã Từ Sơn và các huyện: Tiên Du, Yên Phong.",5,Bà Nguyễn Thị Kim Dung,71696,71.696,23.44,"23,44"
TỈNH BẮC NINH,3,"Gồm các huyện: Lương Tài, Gia Bình và Thuận Thành.",1,Ông Nguyễn Như So,213480,213.480,86.8,"86,80"
TỈNH BẮC NINH,3,"Gồm các huyện: Lương Tài, Gia Bình và Thuận Thành.",2,Bà Nguyễn Thị Kim Anh,189330,189.330,76.98,"76,98"
TỈNH BẮC NINH,3,"Gồm các huyện: Lương Tài, Gia Bình và Thuận Thành.",3,Bà Ngô Thị Bình,42569,42.569,17.31,"17,31"
TỈNH BẮC NINH,3,"Gồm các huyện: Lương Tài, Gia Bình và Thuận Thành.",4,Ông Trịnh Đức Tới,40250,40.250,16.36,"16,36"
TỈNH BẾN TRE,1,"Gồm thành phố Bến Tre và các huyện: Châu Thành, Bình Đại.",1,Ông Phan Văn Mãi,214529,214.529,64.91,"64,91"
TỈNH BẾN TRE,1,"Gồm thành phố Bến Tre và các huyện: Châu Thành, Bình Đại.",2,Ông Đặng Thuần Phong,214486,214.486,64.89,"64,89"
TỈNH BẾN TRE,1,"Gồm thành phố Bến Tre và các huyện: Châu Thành, Bình Đại.",3,Bà La Thị Thúy,121046,121.046,36.62,"36,62"
TỈNH BẾN TRE,1,"Gồm thành phố Bến Tre và các huyện: Châu Thành, Bình Đại.",4,Bà Nguyễn Thị Mai Rý,103043,103.043,31.18,"31,18"
TỈNH BẾN TRE,2,Gồm huyện Giồng Trôm và huyện Ba Tri.,1,Bà Trần Thị Thanh Lam,182010,182.010,63.46,"63,46"
TỈNH BẾN TRE,2,Gồm huyện Giồng Trôm và huyện Ba Tri.,2,Ông Võ Văn Hội,178707,178.707,62.31,"62,31"
TỈNH BẾN TRE,2,Gồm huyện Giồng Trôm và huyện Ba Tri.,3,Ông Trần Văn Đức,124428,124.428,43.38,"43,38"
TỈNH BẾN TRE,2,Gồm huyện Giồng Trôm và huyện Ba Tri.,4,Bà Lâm Như Quỳnh,85809,85.809,29.92,"29,92"
TỈNH BẾN TRE,3,"Gồm các huyện: Thạnh Phú, Chợ Lách, Mỏ Cày Nam và Mỏ Cày Bắc.",1,Ông Nguyễn Trúc Sơn,316361,316.361,78.16,"78,16"
TỈNH BẾN TRE,3,"Gồm các huyện: Thạnh Phú, Chợ Lách, Mỏ Cày Nam và Mỏ Cày Bắc.",2,Bà Nguyễn Thị Yến Nhi,293142,293.142,72.43,"72,43"
TỈNH BẾN TRE,3,"Gồm các huyện: Thạnh Phú, Chợ Lách, Mỏ Cày Nam và Mỏ Cày Bắc.",3,Bà Nguyễn Thị Lệ Thủy,275198,275.198,67.99,"67,99"
TỈNH BẾN TRE,3,"Gồm các huyện: Thạnh Phú, Chợ Lách, Mỏ Cày Nam và Mỏ Cày Bắc.",4,Ông Nguyễn Văn Buội,170991,170.991,42.25,"42,25"
TỈNH BẾN TRE,3,"Gồm các huyện: Thạnh Phú, Chợ Lách, Mỏ Cày Nam và Mỏ Cày Bắc.",5,Bà Ngô Tường Vy,152059,152.059,37.57,"37,57"
TỈNH BÌNH DƯƠNG,1,Gồm thành phố Thủ Dầu Một và thị xã Tân Uyên.,1,Ông Trần Văn Nam (Trần Quốc Tuấn),425941,425.941,80.88,"80,88"
TỈNH BÌNH DƯƠNG,1,Gồm thành phố Thủ Dầu Một và thị xã Tân Uyên.,2,Ông Nguyễn Văn Dành,394463,394.463,74.9,"74,90"
TỈNH BÌNH DƯƠNG,1,Gồm thành phố Thủ Dầu Một và thị xã Tân Uyên.,3,Ông Trần Công Phàn,374674,374.674,71.15,"71,15"
TỈNH BÌNH DƯƠNG,1,Gồm thành phố Thủ Dầu Một và thị xã Tân Uyên.,4,Bà Nguyễn Thị Thanh Phượng,190741,190.741,36.22,"36,22"
TỈNH BÌNH DƯƠNG,1,Gồm thành phố Thủ Dầu Một và thị xã Tân Uyên.,5,Ông Nguyễn Phú Thịnh,181558,181.558,34.48,"34,48"
TỈNH BÌNH DƯƠNG,2,Gồm thành phố Dĩ An.,1,Bà Nguyễn Thị Ngọc Xuân,149432,149.432,60.0,60
TỈNH BÌNH DƯƠNG,2,Gồm thành phố Dĩ An.,2,Ông Nguyễn Quang Huân,142330,142.330,57.15,"57,15"
TỈNH BÌNH DƯƠNG,2,Gồm thành phố Dĩ An.,3,Bà Huỳnh Nữ Kiều Ngân,108692,108.692,43.64,"43,64"
TỈNH BÌNH DƯƠNG,2,Gồm thành phố Dĩ An.,4,Ông Lê Văn Thái,92356,92.356,37.08,"37,08"
TỈNH BÌNH DƯƠNG,3,Gồm thành phố Thuận An.,1,Ông Phạm Trọng Nhân,304497,304.497,75.73,"75,73"
TỈNH BÌNH DƯƠNG,3,Gồm thành phố Thuận An.,2,Bà Nguyễn Hoàng Bảo Trân,278565,278.565,69.28,"69,28"
TỈNH BÌNH DƯƠNG,3,Gồm thành phố Thuận An.,3,Ông Vũ Huy Khánh,270999,270.999,67.4,"67,40"
TỈNH BÌNH DƯƠNG,3,Gồm thành phố Thuận An.,4,Bà Phạm Vũ Hồng Minh,168521,168.521,41.91,"41,91"
TỈNH BÌNH DƯƠNG,3,Gồm thành phố Thuận An.,5,Bà Huỳnh Thị Thúy Phương,168137,168.137,41.82,"41,82"
TỈNH BÌNH DƯƠNG,4,"Gồm thị xã Bến Cát và các huyện: Dầu Tiếng, Bàu Bàng, Phú Giáo, Bắc Tân Uyên.",1,Ông Nguyễn Tân Cương,400941,400.941,77.08,"77,08"
TỈNH BÌNH DƯƠNG,4,"Gồm thị xã Bến Cát và các huyện: Dầu Tiếng, Bàu Bàng, Phú Giáo, Bắc Tân Uyên.",2,Ông Lê Văn Khảm,373214,373.214,71.75,"71,75"
TỈNH BÌNH DƯƠNG,4,"Gồm thị xã Bến Cát và các huyện: Dầu Tiếng, Bàu Bàng, Phú Giáo, Bắc Tân Uyên.",3,Ông Nguyễn Văn Riễn (Linh mục Nguyễn Văn Riễn),329936,329.936,63.43,"63,43"
TỈNH BÌNH DƯƠNG,4,"Gồm thị xã Bến Cát và các huyện: Dầu Tiếng, Bàu Bàng, Phú Giáo, Bắc Tân Uyên.",4,Ông Huỳnh Phạm Tuấn Anh,231877,231.877,44.58,"44,58"
TỈNH BÌNH DƯƠNG,4,"Gồm thị xã Bến Cát và các huyện: Dầu Tiếng, Bàu Bàng, Phú Giáo, Bắc Tân Uyên.",5,Bà Nguyễn Thị Liên Thương,212278,212.278,40.81,"40,81"
TỈNH BÌNH ĐỊNH,1,"Gồm thành phố Quy Nhơn và các huyện: Tuy Phước, Vân Canh, Tây Sơn, Vĩnh Thạnh.",1,Ông Lê Kim Toàn,364444,364.444,70.53,"70,53"
TỈNH BÌNH ĐỊNH,1,"Gồm thành phố Quy Nhơn và các huyện: Tuy Phước, Vân Canh, Tây Sơn, Vĩnh Thạnh.",2,Ông Hồ Đức Phớc,357719,357.719,69.23,"69,23"
TỈNH BÌNH ĐỊNH,1,"Gồm thành phố Quy Nhơn và các huyện: Tuy Phước, Vân Canh, Tây Sơn, Vĩnh Thạnh.",3,Bà Nguyễn Thị Thu Thủy,350432,350.432,67.82,"67,82"
TỈNH BÌNH ĐỊNH,1,"Gồm thành phố Quy Nhơn và các huyện: Tuy Phước, Vân Canh, Tây Sơn, Vĩnh Thạnh.",4,Bà Võ Cao Thị Mộng Hoài,252547,252.547,48.88,"48,88"
TỈNH BÌNH ĐỊNH,1,"Gồm thành phố Quy Nhơn và các huyện: Tuy Phước, Vân Canh, Tây Sơn, Vĩnh Thạnh.",5,Bà Phạm Thị Thủy,203185,203.185,39.32,"39,32"
TỈNH BÌNH ĐỊNH,2,"Gồm thị xã An Nhơn và các huyện: Phù Cát, Hoài Ân.",1,Ông Nguyễn Văn Cảnh,265062,265.062,73.7,"73,70"
TỈNH BÌNH ĐỊNH,2,"Gồm thị xã An Nhơn và các huyện: Phù Cát, Hoài Ân.",2,Ông Đồng Ngọc Ba,262435,262.435,72.97,"72,97"
TỈNH BÌNH ĐỊNH,2,"Gồm thị xã An Nhơn và các huyện: Phù Cát, Hoài Ân.",3,Bà Lê Vũ Vân Kiều,109729,109.729,30.51,"30,51"
TỈNH BÌNH ĐỊNH,2,"Gồm thị xã An Nhơn và các huyện: Phù Cát, Hoài Ân.",4,Ông Lê Hồng Tây,79016,79.016,21.97,"21,97"
TỈNH BÌNH ĐỊNH,3,"Gồm thị xã Hoài Nhơn và các huyện: An Lão, Phù Mỹ.",1,Ông Nguyễn Lân Hiếu,231268,231.268,69.25,"69,25"
TỈNH BÌNH ĐỊNH,3,"Gồm thị xã Hoài Nhơn và các huyện: An Lão, Phù Mỹ.",2,Bà Lý Tiết Hạnh,190249,190.249,56.97,"56,97"
TỈNH BÌNH ĐỊNH,3,"Gồm thị xã Hoài Nhơn và các huyện: An Lão, Phù Mỹ.",3,Ông Bùi Quốc Anh,127448,127.448,38.16,"38,16"
TỈNH BÌNH ĐỊNH,3,"Gồm thị xã Hoài Nhơn và các huyện: An Lão, Phù Mỹ.",4,Bà Nguyễn Thị Ngọc Diễm,116843,116.843,34.99,"34,99"
TỈNH BÌNH PHƯỚC,1,"Gồm thị xã Bình Long và các huyện: Bù Đốp, Bù Gia Mập, Chơn Thành, Hớn Quản, Lộc Ninh.",1,Ông Nguyễn Văn Lợi,331937,331.937,88.6,"88,60"
TỈNH BÌNH PHƯỚC,1,"Gồm thị xã Bình Long và các huyện: Bù Đốp, Bù Gia Mập, Chơn Thành, Hớn Quản, Lộc Ninh.",2,Ông Nguyễn Tuấn Anh,325024,325.024,86.75,"86,75"
TỈNH BÌNH PHƯỚC,1,"Gồm thị xã Bình Long và các huyện: Bù Đốp, Bù Gia Mập, Chơn Thành, Hớn Quản, Lộc Ninh.",3,Ông Huỳnh Thành Chung,320770,320.770,85.62,"85,62"
TỈNH BÌNH PHƯỚC,1,"Gồm thị xã Bình Long và các huyện: Bù Đốp, Bù Gia Mập, Chơn Thành, Hớn Quản, Lộc Ninh.",4,Bà Lê Thị Hồng Phấn,75861,75.861,20.25,"20,25"
TỈNH BÌNH PHƯỚC,1,"Gồm thị xã Bình Long và các huyện: Bù Đốp, Bù Gia Mập, Chơn Thành, Hớn Quản, Lộc Ninh.",5,Bà Điểu Hà Hồng Lý,66257,66.257,17.68,"17,68"
TỈNH BÌNH PHƯỚC,2,"Gồm thành phố Đồng Xoài, thị xã Phước Long và các huyện: Đồng Phú, Phú Riềng, Bù Đăng.",1,Ông Vũ Ngọc Long,300286,300.286,84.4,"84,40"
TỈNH BÌNH PHƯỚC,2,"Gồm thành phố Đồng Xoài, thị xã Phước Long và các huyện: Đồng Phú, Phú Riềng, Bù Đăng.",2,Ông Phan Viết Lượng,300236,300.236,84.39,"84,39"
TỈNH BÌNH PHƯỚC,2,"Gồm thành phố Đồng Xoài, thị xã Phước Long và các huyện: Đồng Phú, Phú Riềng, Bù Đăng.",3,Bà Điểu Huỳnh Sang,270055,270.055,75.9,"75,90"
TỈNH BÌNH PHƯỚC,2,"Gồm thành phố Đồng Xoài, thị xã Phước Long và các huyện: Đồng Phú, Phú Riềng, Bù Đăng.",4,Bà Bùi Thị Bạch Mai,121533,121.533,34.16,"34,16"
TỈNH BÌNH PHƯỚC,2,"Gồm thành phố Đồng Xoài, thị xã Phước Long và các huyện: Đồng Phú, Phú Riềng, Bù Đăng.",5,Ông Điểu Nen,68366,68.366,19.22,"19,22"
TỈNH BÌNH THUẬN,1,"Gồm các huyện: Tuy Phong, Bắc Bình và Phú Quý.",1,Bà Bố Thị Xuân Linh,169731,169.731,70.44,"70,44"
TỈNH BÌNH THUẬN,1,"Gồm các huyện: Tuy Phong, Bắc Bình và Phú Quý.",2,Ông Lê Quang Huy,166571,166.571,69.12,"69,12"
TỈNH BÌNH THUẬN,1,"Gồm các huyện: Tuy Phong, Bắc Bình và Phú Quý.",3,Ông Nguyễn Chí Phú,76458,76.458,31.73,"31,73"
TỈNH BÌNH THUẬN,1,"Gồm các huyện: Tuy Phong, Bắc Bình và Phú Quý.",4,Ông Nguyễn Linh Nhơn,66254,66.254,27.49,"27,49"
TỈNH BÌNH THUẬN,2,"Gồm thành phố Phan Thiết và các huyện: Hàm Thuận Bắc, Hàm Thuận Nam, Hàm Tân.",1,Ông Dương Văn An,380206,380.206,78.89,"78,89"
TỈNH BÌNH THUẬN,2,"Gồm thành phố Phan Thiết và các huyện: Hàm Thuận Bắc, Hàm Thuận Nam, Hàm Tân.",2,Bà Phạm Thị Hồng Yến,317955,317.955,65.97,"65,97"
TỈNH BÌNH THUẬN,2,"Gồm thành phố Phan Thiết và các huyện: Hàm Thuận Bắc, Hàm Thuận Nam, Hàm Tân.",3,Ông Nguyễn Hữu Thông,310200,310.200,64.36,"64,36"
TỈNH BÌNH THUẬN,2,"Gồm thành phố Phan Thiết và các huyện: Hàm Thuận Bắc, Hàm Thuận Nam, Hàm Tân.",4,Bà Võ Thị Thu Phong,227363,227.363,47.17,"47,17"
TỈNH BÌNH THUẬN,2,"Gồm thành phố Phan Thiết và các huyện: Hàm Thuận Bắc, Hàm Thuận Nam, Hàm Tân.",5,Ông Thái Thành Bi,185943,185.943,38.58,"38,58"
TỈNH BÌNH THUẬN,3,"Gồm thị xã La Gi và các huyện: Đức Linh, Tánh Linh.",1,Bà Trần Hồng Nguyên,199573,199.573,72.47,"72,47"
TỈNH BÌNH THUẬN,3,"Gồm thị xã La Gi và các huyện: Đức Linh, Tánh Linh.",2,Ông Đặng Hồng Sỹ,189561,189.561,68.83,"68,83"
TỈNH BÌNH THUẬN,3,"Gồm thị xã La Gi và các huyện: Đức Linh, Tánh Linh.",3,Bà Thông Thị Minh Thơ,79365,79.365,28.82,"28,82"
TỈNH BÌNH THUẬN,3,"Gồm thị xã La Gi và các huyện: Đức Linh, Tánh Linh.",4,Bà Trần Thị Kim Chung,78981,78.981,28.68,"28,68"
TỈNH CÀ MAU,1,"Gồm thành phố Cà Mau và các huyện: Thới Bình, U Minh.",1,Ông Lê Quân,288953,288.953,82.15,"82,15"
TỈNH CÀ MAU,1,"Gồm thành phố Cà Mau và các huyện: Thới Bình, U Minh.",2,Ông Lê Thanh Vân,255629,255.629,72.68,"72,68"
TỈNH CÀ MAU,1,"Gồm thành phố Cà Mau và các huyện: Thới Bình, U Minh.",3,Ông Lê Mạnh Hùng,254714,254.714,72.42,"72,42"
TỈNH CÀ MAU,1,"Gồm thành phố Cà Mau và các huyện: Thới Bình, U Minh.",4,Bà Dương Kim Ngân,136404,136.404,38.78,"38,78"
TỈNH CÀ MAU,1,"Gồm thành phố Cà Mau và các huyện: Thới Bình, U Minh.",5,Bà Trương Hà Phương Anh,107852,107.852,30.66,"30,66"
TỈNH CÀ MAU,2,"Gồm các huyện: Cái Nước, Phú Tân và Trần Văn Thời.",1,Ông Dương Thanh Bình (Dương Hoàng Du),230046,230.046,78.55,"78,55"
TỈNH CÀ MAU,2,"Gồm các huyện: Cái Nước, Phú Tân và Trần Văn Thời.",2,Ông Nguyễn Duy Thanh,166334,166.334,56.79,"56,79"
TỈNH CÀ MAU,2,"Gồm các huyện: Cái Nước, Phú Tân và Trần Văn Thời.",3,Bà Nguyễn Hồng Thắm,108026,108.026,36.88,"36,88"
TỈNH CÀ MAU,2,"Gồm các huyện: Cái Nước, Phú Tân và Trần Văn Thời.",4,Bà Phan Hồng Thiểu,69313,69.313,23.67,"23,67"
TỈNH CÀ MAU,3,"Gồm các huyện: Đầm Dơi, Năm Căn và Ngọc Hiển.",1,Ông Nguyễn Quốc Hận,171957,171.957,79.74,"79,74"
TỈNH CÀ MAU,3,"Gồm các huyện: Đầm Dơi, Năm Căn và Ngọc Hiển.",2,Ông Đinh Ngọc Minh,165702,165.702,76.84,"76,84"
TỈNH CÀ MAU,3,"Gồm các huyện: Đầm Dơi, Năm Căn và Ngọc Hiển.",3,Ông Trần Tuấn Thanh,46494,46.494,21.56,"21,56"
TỈNH CÀ MAU,3,"Gồm các huyện: Đầm Dơi, Năm Căn và Ngọc Hiển.",4,Bà Bùi Thị Phương Trang,45232,45.232,20.98,"20,98"
